Open,High,Low,Close,Adj Close,Volume
130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,124.04804229736328,112117500
126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.3275146484375,89113600
127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,123.99844360351562,80962700
126.01000213623047,130.2899932861328,124.88999938964844,129.6199951171875,128.5608673095703,87754700
130.47000122070312,133.41000366210938,129.88999938964844,130.14999389648438,129.08653259277344,70790800
130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,129.6617889404297,63896200
131.25,133.50999450683594,130.4600067138672,133.49000549316406,132.3992462158203,69458900
133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,132.31988525390625,71379600
132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,133.6588592529297,57809700
134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,134.8292236328125,63646600
136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,134.105224609375,69672800
134.0800018310547,136.25,133.77000427246094,135.27000427246094,134.16470336914062,58280400
135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,136.74343872070312,80223600
138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,139.95700073242188,81760300
140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,141.36538696289062,66435100
140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,140.70086669921875,65799300
143.1699981689453,144.25,141.89999389648438,143.9600067138672,142.78369140625,54105100
143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,144.7375946044922,70555800
144.9600067138672,145.5500030517578,142.85000610351562,143.0,141.83154296875,64015300
142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,143.11099243164062,65874500
143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,144.24168395996094,77663600
148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,149.587646484375,118339000
148.02999877929688,157.3800048828125,147.8300018310547,154.5,153.23756408691406,154357300
152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,150.49021911621094,69858300
150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,153.38633728027344,83322600
153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,150.6786651611328,64120100
153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,149.6372528076172,56007100
149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,150.0047607421875,57450700
150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,152.8258819580078,62199000
152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,152.18019104003906,61707600
153.11000061035156,155.5,152.8800048828125,155.3300018310547,154.2960205078125,65573800
153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,152.6868133544922,68167900
152.35000610351562,153.0,150.85000610351562,152.5500030517578,151.53453063964844,59144100
150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,147.4916229248047,58867200
148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,147.9187469482422,51011300
150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,148.40548706054688,48394200
147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,145.7333984375,55469600
147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,146.9353485107422,44998500
147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,146.42874145507812,50547000
146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,144.34271240234375,55479000
144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,144.93873596191406,52238100
148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,150.02462768554688,70732300
153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,152.80601501464844,87558000
153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,150.59085083007812,56182000
152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,151.85240173339844,47204800
153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,149.58755493164062,53833600
150.2100067138672,150.94000244140625,147.61000061035156,148.5,147.51148986816406,68572400
147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,149.4683837890625,84457100
151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,151.57424926757812,73695900
151.19000244140625,153.25,149.9199981689453,152.99000549316406,151.9716033935547,77167900
152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,154.81256103515625,76161100
156.0800018310547,156.74000549316406,154.27999877929688,155.0,153.96820068359375,98944600
155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,156.3522491455078,73641400
157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,158.2197265625,73938300
159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,156.7793731689453,75701800
158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,157.87205505371094,67622100
158.86000061035156,160.33999633789062,157.85000610351562,160.25,159.1832733154297,59196500
159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,157.2263946533203,52390300
157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,156.60055541992188,45992200
159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,159.69979858398438,51305700
161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,161.2792205810547,49501700
162.44000244140625,165.0,161.91000366210938,164.89999389648438,163.8023223876953,68749800
